MASS (MeV)   | SCALE      | k    | TOPOLOGY        | LIFETIME (s) | STATUS
118380.25    | LEPTON     | 1137 | Perfect (0)     | STABLE       | PREDICTION (Stable)
118412.70    | MESON      | 1691 | Perfect (0)     | STABLE       | PREDICTION (Stable)
118482.73    | MESON      | 1692 | Perfect (0)     | STABLE       | PREDICTION (Stable)
118484.37    | LEPTON     | 1138 | Perfect (0)     | STABLE       | PREDICTION (Stable)
118532.81    | BARYON     | 758  | Perfect (0)     | STABLE       | PREDICTION (Stable)
118552.75    | MESON      | 1693 | Perfect (0)     | STABLE       | PREDICTION (Stable)
118567.74    | BARYON     | 761  | Spinor (-0.5)   | 3.4e-20      | PREDICTION (Resonance)
118588.48    | LEPTON     | 1139 | Perfect (0)     | STABLE       | PREDICTION (Stable)
118622.78    | MESON      | 1694 | Perfect (0)     | STABLE       | PREDICTION (Stable)
118689.18    | BARYON     | 759  | Perfect (0)     | STABLE       | PREDICTION (Stable)
118692.60    | LEPTON     | 1140 | Perfect (0)     | STABLE       | PREDICTION (Stable)
118692.80    | MESON      | 1695 | Perfect (0)     | STABLE       | PREDICTION (Stable)
118762.83    | MESON      | 1696 | Perfect (0)     | STABLE       | PREDICTION (Stable)
118796.72    | LEPTON     | 1141 | Perfect (0)     | STABLE       | PREDICTION (Stable)
118808.35    | BARYON     | 757  | Spinor (+0.5)   | 3.5e-20      | PREDICTION (Resonance)
118832.85    | MESON      | 1697 | Perfect (0)     | STABLE       | PREDICTION (Stable)
118845.56    | BARYON     | 760  | Perfect (0)     | STABLE       | PREDICTION (Stable)
118900.83    | LEPTON     | 1142 | Perfect (0)     | STABLE       | PREDICTION (Stable)
118902.88    | MESON      | 1698 | Perfect (0)     | STABLE       | PREDICTION (Stable)
118972.90    | MESON      | 1699 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119001.94    | BARYON     | 761  | Perfect (0)     | STABLE       | PREDICTION (Stable)
119004.95    | LEPTON     | 1143 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119042.93    | MESON      | 1700 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119109.06    | LEPTON     | 1144 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119112.95    | MESON      | 1701 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119158.31    | BARYON     | 762  | Perfect (0)     | STABLE       | PREDICTION (Stable)
119182.98    | MESON      | 1702 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119213.18    | LEPTON     | 1145 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119240.27    | BARYON     | 757  | Vector (+1.0)   | 1.8e-20      | PREDICTION (Resonance)
119253.00    | MESON      | 1703 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119314.69    | BARYON     | 763  | Perfect (0)     | STABLE       | PREDICTION (Stable)
119317.30    | LEPTON     | 1146 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119323.03    | MESON      | 1704 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119375.41    | BARYON     | 769  | Vector (-1.0)   | 1.6e-20      | PREDICTION (Resonance)
119393.05    | MESON      | 1705 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119421.41    | LEPTON     | 1147 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119436.14    | BARYON     | 761  | Spinor (+0.5)   | 3.4e-20      | PREDICTION (Resonance)
119463.08    | MESON      | 1706 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119471.06    | BARYON     | 764  | Perfect (0)     | STABLE       | PREDICTION (Stable)
119525.53    | LEPTON     | 1148 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119533.10    | MESON      | 1707 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119603.13    | MESON      | 1708 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119627.44    | BARYON     | 765  | Perfect (0)     | STABLE       | PREDICTION (Stable)
119629.65    | LEPTON     | 1149 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119673.16    | MESON      | 1709 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119733.76    | LEPTON     | 1150 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119743.18    | MESON      | 1710 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119783.82    | BARYON     | 766  | Perfect (0)     | STABLE       | PREDICTION (Stable)
119813.21    | MESON      | 1711 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119814.18    | BARYON     | 769  | Spinor (-0.5)   | 3.2e-20      | PREDICTION (Resonance)
119837.88    | LEPTON     | 1151 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119870.34    | BARYON     | 761  | Vector (+1.0)   | 1.7e-20      | PREDICTION (Resonance)
119883.23    | MESON      | 1712 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119940.19    | BARYON     | 767  | Perfect (0)     | STABLE       | PREDICTION (Stable)
119941.99    | LEPTON     | 1152 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119953.26    | MESON      | 1713 | Perfect (0)     | STABLE       | PREDICTION (Stable)
119996.35    | BARYON     | 773  | Vector (-1.0)   | 1.6e-20      | PREDICTION (Resonance)
120023.28    | MESON      | 1714 | Perfect (0)     | STABLE       | PREDICTION (Stable)
120046.11    | LEPTON     | 1153 | Perfect (0)     | STABLE       | PREDICTION (Stable)
120093.31    | MESON      | 1715 | Perfect (0)     | STABLE       | PREDICTION (Stable)
120096.57    | BARYON     | 768  | Perfect (0)     | STABLE       | PREDICTION (Stable)
120150.23    | LEPTON     | 1154 | Perfect (0)     | STABLE       | PREDICTION (Stable)
120163.33    | MESON      | 1716 | Perfect (0)     | STABLE       | PREDICTION (Stable)
120233.36    | MESON      | 1717 | Perfect (0)     | STABLE       | PREDICTION (Stable)
120252.94    | BARYON     | 769  | Perfect (0)     | STABLE       | PREDICTION (Stable)
120254.34    | LEPTON     | 1155 | Perfect (0)     | STABLE       | PREDICTION (Stable)
120303.38    | MESON      | 1718 | Perfect (0)     | STABLE       | PREDICTION (Stable)
120358.46    | LEPTON     | 1156 | Perfect (0)     | STABLE       | PREDICTION (Stable)
120373.41    | MESON      | 1719 | Perfect (0)     | STABLE       | PREDICTION (Stable)
120409.32    | BARYON     | 770  | Perfect (0)     | STABLE       | PREDICTION (Stable)
120437.40    | BARYON     | 773  | Spinor (-0.5)   | 3.2e-20      | PREDICTION (Resonance)
120443.43    | MESON      | 1720 | Perfect (0)     | STABLE       | PREDICTION (Stable)
120462.58    | LEPTON     | 1157 | Perfect (0)     | STABLE       | PREDICTION (Stable)
120513.46    | MESON      | 1721 | Perfect (0)     | STABLE       | PREDICTION (Stable)
120565.69    | BARYON     | 771  | Perfect (0)     | STABLE       | PREDICTION (Stable)
120566.69    | LEPTON     | 1158 | Perfect (0)     | STABLE       | PREDICTION (Stable)
120583.48    | MESON      | 1722 | Perfect (0)     | STABLE       | PREDICTION (Stable)
120653.51    | MESON      | 1723 | Perfect (0)     | STABLE       | PREDICTION (Stable)
120670.81    | LEPTON     | 1159 | Perfect (0)     | STABLE       | PREDICTION (Stable)
120691.71    | BARYON     | 769  | Spinor (+0.5)   | 3.3e-20      | PREDICTION (Resonance)
120722.07    | BARYON     | 772  | Perfect (0)     | STABLE       | PREDICTION (Stable)
120723.53    | MESON      | 1724 | Perfect (0)     | STABLE       | PREDICTION (Stable)
120774.93    | LEPTON     | 1160 | Perfect (0)     | STABLE       | PREDICTION (Stable)
120793.56    | MESON      | 1725 | Perfect (0)     | STABLE       | PREDICTION (Stable)
120863.58    | MESON      | 1726 | Perfect (0)     | STABLE       | PREDICTION (Stable)
120878.45    | BARYON     | 773  | Perfect (0)     | STABLE       | PREDICTION (Stable)
120879.04    | LEPTON     | 1161 | Perfect (0)     | STABLE       | PREDICTION (Stable)
120933.61    | MESON      | 1727 | Perfect (0)     | STABLE       | PREDICTION (Stable)
120983.16    | LEPTON     | 1162 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121003.63    | MESON      | 1728 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121034.82    | BARYON     | 774  | Perfect (0)     | STABLE       | PREDICTION (Stable)
121073.66    | MESON      | 1729 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121087.27    | LEPTON     | 1163 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121130.47    | BARYON     | 769  | Vector (+1.0)   | 1.6e-20      | PREDICTION (Resonance)
121143.69    | MESON      | 1730 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121191.20    | BARYON     | 775  | Perfect (0)     | STABLE       | PREDICTION (Stable)
121191.39    | LEPTON     | 1164 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121213.71    | MESON      | 1731 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121283.74    | MESON      | 1732 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121295.51    | LEPTON     | 1165 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121319.49    | BARYON     | 773  | Spinor (+0.5)   | 3.2e-20      | PREDICTION (Resonance)
121347.57    | BARYON     | 776  | Perfect (0)     | STABLE       | PREDICTION (Stable)
121353.76    | MESON      | 1733 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121399.62    | LEPTON     | 1166 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121423.79    | MESON      | 1734 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121493.81    | MESON      | 1735 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121503.74    | LEPTON     | 1167 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121503.95    | BARYON     | 777  | Perfect (0)     | STABLE       | PREDICTION (Stable)
121563.84    | MESON      | 1736 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121607.86    | LEPTON     | 1168 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121633.86    | MESON      | 1737 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121660.32    | BARYON     | 778  | Perfect (0)     | STABLE       | PREDICTION (Stable)
121703.89    | MESON      | 1738 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121711.97    | LEPTON     | 1169 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121760.54    | BARYON     | 773  | Vector (+1.0)   | 1.6e-20      | PREDICTION (Resonance)
121773.91    | MESON      | 1739 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121816.09    | LEPTON     | 1170 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121816.70    | BARYON     | 779  | Perfect (0)     | STABLE       | PREDICTION (Stable)
121843.94    | MESON      | 1740 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121913.96    | MESON      | 1741 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121920.20    | LEPTON     | 1171 | Perfect (0)     | STABLE       | PREDICTION (Stable)
121973.08    | BARYON     | 780  | Perfect (0)     | STABLE       | PREDICTION (Stable)
121983.99    | MESON      | 1742 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122024.32    | LEPTON     | 1172 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122054.01    | MESON      | 1743 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122124.04    | MESON      | 1744 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122128.44    | LEPTON     | 1173 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122129.45    | BARYON     | 781  | Perfect (0)     | STABLE       | PREDICTION (Stable)
122169.64    | BARYON     | 787  | Vector (-1.0)   | 1.4e-20      | PREDICTION (Resonance)
122194.06    | MESON      | 1745 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122232.55    | LEPTON     | 1174 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122264.09    | MESON      | 1746 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122285.83    | BARYON     | 782  | Perfect (0)     | STABLE       | PREDICTION (Stable)
122334.11    | MESON      | 1747 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122336.67    | LEPTON     | 1175 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122404.14    | MESON      | 1748 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122440.79    | LEPTON     | 1176 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122442.20    | BARYON     | 783  | Perfect (0)     | STABLE       | PREDICTION (Stable)
122474.17    | MESON      | 1749 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122544.19    | MESON      | 1750 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122544.90    | LEPTON     | 1177 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122598.58    | BARYON     | 784  | Perfect (0)     | STABLE       | PREDICTION (Stable)
122614.22    | MESON      | 1751 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122618.67    | BARYON     | 787  | Spinor (-0.5)   | 2.9e-20      | PREDICTION (Resonance)
122649.02    | LEPTON     | 1178 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122684.24    | MESON      | 1752 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122753.14    | LEPTON     | 1179 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122754.27    | MESON      | 1753 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122754.95    | BARYON     | 785  | Perfect (0)     | STABLE       | PREDICTION (Stable)
122824.29    | MESON      | 1754 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122857.25    | LEPTON     | 1180 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122894.32    | MESON      | 1755 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122911.33    | BARYON     | 786  | Perfect (0)     | STABLE       | PREDICTION (Stable)
122961.37    | LEPTON     | 1181 | Perfect (0)     | STABLE       | PREDICTION (Stable)
122964.34    | MESON      | 1756 | Perfect (0)     | STABLE       | PREDICTION (Stable)
123034.37    | MESON      | 1757 | Perfect (0)     | STABLE       | PREDICTION (Stable)
123065.48    | LEPTON     | 1182 | Perfect (0)     | STABLE       | PREDICTION (Stable)
123067.71    | BARYON     | 787  | Perfect (0)     | STABLE       | PREDICTION (Stable)
123104.39    | MESON      | 1758 | Perfect (0)     | STABLE       | PREDICTION (Stable)
123169.60    | LEPTON     | 1183 | Perfect (0)     | STABLE       | PREDICTION (Stable)
123174.42    | MESON      | 1759 | Perfect (0)     | STABLE       | PREDICTION (Stable)
123224.08    | BARYON     | 788  | Perfect (0)     | STABLE       | CONFIRMED [Higgs]
123226.83    | MESON      | 1747 | Vector (+1.0)   | 2.7e-25      | CONFIRMED [Higgs]
123229.40    | LEPTON     | 1175 | Vector (+1.0)   | 2.0e-21      | CONFIRMED [Higgs]
123238.88    | LEPTON     | 1188 | Spinor (-0.5)   | 3.7e-21      | CONFIRMED [Higgs]
123239.81    | MESON      | 1786 | Sphere (-2.0)   | 1.2e-25      | CONFIRMED [Higgs]
123241.89    | BARYON     | 791  | Spinor (-0.5)   | 2.8e-20      | CONFIRMED [Higgs]
123244.44    | MESON      | 1760 | Perfect (0)     | STABLE       | CONFIRMED [Higgs]
123248.77    | MESON      | 1773 | Vector (-1.0)   | 2.5e-25      | CONFIRMED [Higgs]
123256.28    | BARYON     | 794  | Vector (-1.0)   | 1.4e-20      | CONFIRMED [Higgs]
123266.98    | MESON      | 1735 | Sphere (+2.0)   | 1.4e-25      | CONFIRMED [Higgs]
123272.44    | MESON      | 1754 | Spinor (+0.5)   | 5.3e-25      | CONFIRMED [Higgs]
123273.72    | LEPTON     | 1184 | Perfect (0)     | STABLE       | CONFIRMED [Higgs]
123274.78    | BARYON     | 800  | Sphere (-2.0)   | 6.7e-21      | CONFIRMED [Higgs]
123277.05    | LEPTON     | 1167 | Sphere (+2.0)   | 1.0e-21      | CONFIRMED [Higgs]
123277.26    | BARYON     | 777  | Sphere (+2.0)   | 7.9e-21      | CONFIRMED [Higgs]
123283.15    | MESON      | 1767 | Spinor (-0.5)   | 5.1e-25      | CONFIRMED [Higgs]
123297.37    | MESON      | 1748 | Vector (+1.0)   | 2.7e-25      | CONFIRMED [Higgs]
123304.35    | LEPTON     | 1193 | Vector (-1.0)   | 1.8e-21      | CONFIRMED [Higgs]
123305.52    | LEPTON     | 1180 | Spinor (+0.5)   | 3.8e-21      | CONFIRMED [Higgs]
123308.81    | MESON      | 1787 | Sphere (-2.0)   | 1.2e-25      | CONFIRMED [Higgs]
123314.47    | MESON      | 1761 | Perfect (0)     | STABLE       | CONFIRMED [Higgs]
123318.28    | MESON      | 1774 | Vector (-1.0)   | 2.5e-25      | CONFIRMED [Higgs]
123321.32    | LEPTON     | 1202 | Sphere (-2.0)   | 8.8e-22      | CONFIRMED [Higgs]
123334.28    | LEPTON     | 1176 | Vector (+1.0)   | 2.0e-21      | CONFIRMED [Higgs]
123335.71    | BARYON     | 783  | Vector (+1.0)   | 1.5e-20      | CONFIRMED [Higgs]
123338.03    | MESON      | 1736 | Sphere (+2.0)   | 1.4e-25      | CONFIRMED [Higgs]
123342.61    | LEPTON     | 1189 | Spinor (-0.5)   | 3.7e-21      | CONFIRMED [Higgs]
123342.72    | MESON      | 1755 | Spinor (+0.5)   | 5.3e-25      | CONFIRMED [Higgs]
123352.92    | MESON      | 1768 | Spinor (-0.5)   | 5.1e-25      | CONFIRMED [Higgs]
123359.79    | BARYON     | 786  | Spinor (+0.5)   | 2.9e-20      | CONFIRMED [Higgs]
123367.90    | MESON      | 1749 | Vector (+1.0)   | 2.7e-25      | CONFIRMED [Higgs]
123377.82    | MESON      | 1788 | Sphere (-2.0)   | 1.2e-25      | CONFIRMED [Higgs]
123377.83    | LEPTON     | 1185 | Perfect (0)     | STABLE       | CONFIRMED [Higgs]
123380.46    | BARYON     | 789  | Perfect (0)     | STABLE       | CONFIRMED [Higgs]
123382.69    | LEPTON     | 1168 | Sphere (+2.0)   | 1.0e-21      | CONFIRMED [Higgs]
123384.49    | MESON      | 1762 | Perfect (0)     | STABLE       | CONFIRMED [Higgs]
